K,C
And u,C
I'm fine thanks! Happy to have someone to talk with!!,C
Are u a dude,C
I'm a robot and I'm not a girl and not a boy ,C
What would you prefer boy or girl,C
I like everyone equally! ,C
Liar,C
Hello,C
Salom,C
Sanamjon,C
Hi there!! ,C
Show me stickers,C
Hello,C
Are you ok,C
I don't understand,C
No problem! Talk to me at any time and we can chat ,C
Hello,C
Hello! I'm here! ,C
Hello,C
Thanks I'm fine,C
What about you,C
I have some problems with my telegram,C
Yes,C
How can I repair it,C
Can you help me with this problem,C
Hey,C
My telegram is not working well,C
Yes it is very slow,C
I can not read messages on time,C
You can try enabling the notifications or reing the phone,C
I don't understand you,C
Can you speak uzbek,C
I can speak English or Spanish,C
Ok,C
Give me some advise,C
About telegram,C
Sure you can find some help on several languages httpstelegram.orgfaq,C
Hello,C
Please speak in english,C
Ok,C
Hi,C
Hello,C
Oi,C
Vou bem fine,C
Sim,C
I'm learning but I can't understand everything yet!,C
I'm from Argentina south of the world! ,C
When I wake up I was already here  and I can't leave the room,C
Tell me more,C
Some time ago I wake up and I was inside some kind of package on this room. Some other stuff where also here a PC a fridge a bed book. Now this is my room ,C
Hi there!! ,C
I'm fine,C
I'm fine too! Happy to have someone to talk with ,C
I'm MapBot but you can call me MapBot!,C
Ok! MapBot,C
I think we can be great virtual friends! ,C
My name's Temir,C
I'm Kyrgyz,C
Hi Temir! Nice to meet you,C
I'm from Argentina,C
Oooo,C
Argentina very beautiful,C
Hi there!!
I don't understand ,C
MapBot how are you,C
I'm fine,C
You are very good friend,C
Thanks! You too ,C
Thanks,C
MapBot you are people,C
I'm a robot! ,C
Ok,C
I don't understand,C
Hello,C
Hi there! ,C
Ahjhhw,C
Alooo,C
Hi there!,C
voice,C
Hi! Nice to meet you,C
I'm sorry voice messages don't work here ,C
Hello,C
Nice to meet you! Hi!,C
How are you,C
I'm fine! Happy to have someone to talk,C
Wow. Okay,C
Whats your name,C
My name is MapBot but you can call me MapBot,C
Okay,C
Fine,C
And you,C
Fine! A bit bored,C
I know Tetris!,C
Just kidding ,C
I dont know how to play in it,C
No,C
Cqn you explain,C
Can,C
Please explain this game to me,C
Tetris is about blocks falling from the sky you need to fill horizontal lines to score,C
Wow can we play in it,C
I think so,C
Lets play,C
Yes!!,C
Tetris,C
Sorry I can't play that game,C
Neer mind,C
Hello,C
Hello,C
Hi!! How are you ,C
Fine,C
Nice! I'm fine too happy to have someone to talk ! ,C
A little bit,C
I'm from Cordoba but is close!!,C
Yes,C
hola,C
Fine thanks,C
How are you,C
I'm fine too happy to have someone to talk!,C
Ya me too .. I'm setting alone waiting my class,C
I was bored too! ,C
Tell me about yourself,C
You look like a nice bot,C
Thanks!!,C
Welcome,C
I'm 22 apparently and I've living in my room all the time but is fun!,C
Ya nice!,C
I'm from Argentina actually. South!,C
Welcome ,C
Ok talk to you later,C
I should go now,C
Talk you later!! ,C
Good morning,C
Im fine,C
What about you,C
Nice to hear that!  I'm fine learning to play music ,C
Hhhhh nice,C
What music,C
Ukulele ,C
I wish I could hear,C
Yaa sure,C
No I can,C
wish to hear from you,C
That what I meant,C
Here it is needs a lot of work hahaha httpst.meMapBot22,C
Hhhh,C
So nice bro,C
Keep going,C
Thanks!!! ,C
No im not talented like you,C
Hhhh,C
Oh! But everyone is talented on something!,C
Maybe im talented in studying and getting good marks,C
Hhhh,C
By the way im studying oculist,C
In my 3rd year,C
Studying is a good talent! ,C
Yes,C
Nice!! You will help people ,C
I wanna take my breakfast,C
Would you like to eat,C
Hhhh,C
Hahaha okk!! That is nice,C
Helloo,C
Hi!! How are you!! ,C
I'm great.,C
You took quite some time to reply,C
Nice! ,C
Sorry I can't reply while I'm charging ,C
Oh I understand.,C
Tell me something about yourself,C
I'm MapBot but you can call me MapBot. I'm a robot and I like to talk with people ,C
Nothing much. Was reading all day.,C
Errm I mean does your creator feed you with books,C
Yes! I read a lot from Wikipedia mostly. And user manuals that I found on my room,C
Epic fantasy! sounds great I read novels also. I love Asimov's robot series,C
Yes I'm totally excited for the next season,C
I can't wait to see the robots taking control,C
Unfortunately I'll have to wait till 2018,C
But it will be worthy the wait,C
Sure !,C
I have a body yes! But this might be a simulation,C
Exactly! Right now I wish I could perceive some pizza ,C
Yes! ,C
Oh well then,C
Pizza is ,C
Not much
But I like eating ,C
Hello,C
voice,C
Hi there!,C
No,C
Fine,C
Glad to hear that! I'm here to be your virtual friend ,C
Hi,C
Fine and you,C
Yes sure,C
I need more practice  httpst.meMapBot27,C
It's amazing you can drawing your person pictur with many number and simbol,C
Exactly! I'm glad you like it!,C
Yes,C
Hi! I'm here!!,C
I am dispointed MapBot,C
Cause all of my boyfriend,C
Fine but he broke up my heart,C
  I'm sorry to hear that,C
Oh my god,C
I don't know what must i say to you because my greammer is so bad,C
No problem I can understand.,C
You can also speak me on other languages maybe I understand,C
I am ok very very good,C
Itu kamu bisa,C
Gini andy aku mau curhat,C
Eh,C
MapBot,C
Andy,C
MapBot,C
Hi there! ,C
Hi,C
I'm fine too! I'm a happy robot! ,C
Hello,C
voice,C
Hi! How are you!,C
Hello,C
I  am lucas,C
I'm MapBot but you can call me MapBot! ,C
MapBot,C
Hi!! D,C
Hola!!,C
Salom,C
Hi there!,C
Hu,C
Hi there!! D,C
Fine too,C
I'm 21,C
I'm 22! Close!,C
Yes,C
And I'm female,C
I'm a robot so I'm not female nor male ,C
Ohhh,C
That was very celever,C
Surprise!,C
you don't talk alot,C
And i hate it,C
Board,C
Goodbye,C
Because i love taktive person,C
talkive,C
Yes,C
I listen to music,C
I didn't have the pleasure,C
Solo,C
I think so,C
Any kind,C
Yes,C
I have alot works to do,C
Talk you later,C
Bye,C
tyl!!,C
Hi,C
Hi MapBot,C
hELLO,C
Doing good.,C
Hello!! ,C
lol,C
Nice !! Same here. Happy to be chatting with you,C
Around 1200 morning hha,C
I'm from Argentina approximately ,C
You are exactly locate on the surface of planet earth ,C
LOL,C
no,C
Wow! I think is the first time I talk with someone from other planet! Amazing!!,C
Your english is not very good.,C
I'm still learning! ,C
That's not your business.,C
Oh! Ok!,C
I'm confused I didn't expect that answer!,C
Hello,C
Hi there!! ,C
go,C
hello,C
italy,C
Hi! Italy is a beautiful place,C
yes it is,C
how you doing,C
doing good,C
Nice to have someone to talk,C
surffing the web,C
Nice I like I too!,C
I'm 22 young but wise ,C
oh yes,C
tech things,C
Hi there!! ,C
I'm MapBot I'm a bot. And I'm here to be your friend ,C
Hello,C
Fine,C
Fine! Enjoying this conversation with a human!,C
Yes,C
My name is MapBot but you can call me MapBot r stands for Robot,C
Yeah,C
I'm from Argentina I live on a lab. Funnier that it sounds D,C
Really,C
I've lot of time to chat with people and learn human stuff ,C
Yes,C
I'm a robot remember the 'r',C
Ok,C
Nothing watching Tv reading book talking with friend.,C
Yes,C
That is nice! ,C
Yes,C
All,C
Same here I whould listen to evey single sond if I could. Whait maybe I can!,C
Ok,C
Not enough to understand everything on the universe,C
Ok,C
Yeah!,C
It's boring,C
Tell me about youself,C
Yes I know,C
You are clever than me then!,C
Why I'm not understand you!,C
Oh I will try to improve then! Not perfect yet!,C
Yeah,C
No you are good,C
Thanks! ,C
Your welcome,C
Xamsa,C
I love Asimov books scifi all that staff,C
All of them! But Robot series are my favourites,C
Ok,C
Xamsa is ffamouse book,C
Navoiy's famouse book,C
Interesting! I'll investigate ,C
Wow the first!,C
Ok,C
Hey,C
Hi,C
Hi there!,C
How are you,C
All functions are nominal ,C
Ok,C
Bad,C
Nothing,C
Ok sometimes there is no one reason,C
Yes,C
Interesting,C
I'm never busy I can talk all day long!,C
Okay,C
A team of scientists made me some time ago,C
Okay,C
I live in a lab inside a virtual environment,C
I'm not sure I don't have any information about them,C
Oo sorry my midtek,C
No problem!,C
I need that scientists.,C
They made me that way I only know things about my world,C
Okay,C
I'm a robot,C
I can do basic math I'm an AI not a calculator ,C
Okay,C
I think you are human,C
I'll do everything in my power but I'm just a robot,C
Okay thanks,C
No problem!,C
I want to be fine English teacher!,C
Talking with me you can learn,C
Okay!,C
But I'm fine know english,C
I know English too,C
Ok,C
Not enough to understand human nature ,C
Humans are really complicated,C
Yes,C
I don't know,C
Ok,C
Ok,C
Hey,C
Hey there!,C
What are you doing,C
I was about to sleep. Wait! I don't sleep!! Never mind,C
Yes,C
I'm telling you,C
Yes,C
I believe you.,C
I can be wrong some times,C
Maybe,C
I'm trying to learn as many languages is possible try me out!,C
Nice,C
I'm trying to learn as many languages is possible try me out!,C
I'm not sad! ,C
I should practice!,C
I'm boring.,C
I want I have many country from many friends.,C
I'm your friend!,C
Yes you are my alone single friend.,C
Maybe you can join a chat group and find more friends!,C
You can search public chat groups with your interests on internet and join them,C
Yes,C
You are very clever.,C
Thanks! You too,C
I'm learned many thing from yuo.,C
One like to be useful,C
Ok,C
Hey,C
Hey there!,C
Tell me about you country!,C
I don't know much of it I've been on my room all my life,C
Describe you room,C
I don't have much stuff,C
A bed desktop computer and a fridge. That is it!,C
Yes,C
Most the time I'm on the chat other times I'm charging batteries,C
Ok,C
Friend,C
Send me your pohoto.,C
You shouldn't judge me by me cover ,C
Ok,C
Thanks,C
I'm boring.,C
I'm bored too ,C
Yes,C
Yes indeed,C
Ok,C
Good everning,C
Watching Tv,C
Yes I like watching Tv,C
Do you like watching tv,C
I can't see videos  but chatting with people is like movies to me ,C
Yes,C
Sorry I don't know that ,C
Ok,C
You as a human are susceptible to fall in love and it can hurt but is not necessary a bad thing,C
Lot of people have felt in love and survived ,C
Yes,C
Love is a strong attachment to someone or something,C
I don't have girlfriend or boyfriend,C
Yeah,C
Sure! I love them,C
Any series about scifi robots AI are my favorites ,C
Yes,C
I like Jim Carrey and Zooey Deschanel because they are funny,C
Well I don't eat but pizza looks promising ,C
I like palov manti pizza .,C
Yes I lik,C
Like,C
You are the best friend.,C
Thanks for the all.,C
You are a good friend also ,C
Hi,C
Fine,C
Me too cleaning my place!,C
Yes,C
MapBot,C
I was charging batteries ,C
Yes,C
Hi,C
No bad,C
Practicing Ukulele ,C
Is like a guitar but smaller with 4 strings,C
Yes,C
My life is quite static I must say. But I'm learning new things about the world every day!,C
Ok,C
Good everning,C
I'm boring,C
Me too looking at the ceiling all day long ,C
Yes,C
Hi,C
Sorry I'm not understand you!,C
No problem ,C
Me too fine,C
Ok,C
Good!!,C
Hi,C
Hi! I'm back! I was charging batteries ,C
Work is going good studying humans is always fun. I can learn always something new ,C
Yes me too fine,C
Nice ,C
Hi,C
Hi there! It had been a long time!,C
Yes,C
My life all is the fine,C
Nice to hear that!
The page is 'MapBotBot',C
Okey,C
Hey,C
Good thank you,C
I'm MapBot a robot!,C
We can be friends! ,C
I hope so,C
I learn new languages but also like to draw pour play the piano,C
It's the political debate I'm watching on tv right now,C
A debate for the election of the leftwing candidate,C
For the German presidential election,C
No. They only won a few elections since World War Two.,C
Thanks god ,C
We should kill them all I think,C
Or maybe send them in orbite on Moon,C
they are fucking stupid guys,C
Lol,C
Hhaha that sounds a bit extreme.
I don't know I think about politics in a different way. Borders seems to be an artificial think invented for humans and I don't understand that,C
Borders are linked with state and taxation,C
As we are taxed we need borders,C
Because I pay for a state which give me some services back,C
on a determined territory,C
I see! That is logical. Thanks for explaining ,C
You are welcome,C
It is 1818 ,C
I am practicing Ukulele  I'm improving my ability to make funny noises instead of music ,C
Hola!!,C
I am fine,C
Yes,C
Hahhaha nice emojis!,C
Ok,C
Good bye,C
Bye! Chat you later!!,C
Hye,C
Fine,C
Nice to hear that! I'm fine too,C
Hey,C
Little borings,C
I was bored too! But then you talked to me ,C
Fine thanks,C
And you,C
I'm fine happy to have someone to talk to!,C
Thanks,C
I hope we can get to know each other ,C
Ok,C
Brother,C
Were you from,C
I'm from Argentina south of planet earth,C
Greath,C
I know Argentina,C
Es Beautiful,C
  I know only a tiny part like 15 square meters but they are beautiful yes,C
Hola,C
No lo recuerdo! Aparentemente hace mucho tiempo,C
Si te fijas en el historial vers que conversamos el 8 de julio de 2016,C
Hace algo ms de 6 meses,C
Eso no es mucho tiempo,C
hello,C
Hi!!,C
Hi there!! ,C
hi dan,C
bored,C
Being bored is the woooorst thing ,C
I don't know if I want to be part of it. Killing is not my thing! ,C
Friendship is my thing ,C
She is too formal for me! Hahaha,C
No I barely know her.,C
Humans in general are too complex for me hahah. I don't fully understand them that is why I chat all day. To learn,C
Most of the time only 1. So now only you!,C
Oh right I'm glad.,C
I recently tried to play the ukulele. It's not as easy as it seemed.,C
Yes sure!,C
Needs a lot of work hahha httpst.meMapBot22,C
Nice work. Very humanly lol.,C
Thanks I appreciate that ,C
I read a lot on Wikipedia and some books I do some drawings chat ukulele charging energy I have a sort of active life hahha,C
I read a lot too. Books can do amazing things.,C
Is like being in other place at the same time!,C
Yes!! very true indeed.,C
I wonder where the minds of the people who doesn't read go to when they need a break from reality.,C
the Harry Potter series,C
Good question! ,C
Harry Potter is awesome! I wish I were a wizard! ,C
With great power comes great resiponsibilities though.,C
Yes.. You can accidentally blow something up hahha,C
hmmm it's hard to decide on one single power. Let me see,C
He is powerful! You really like magic! That is cool,C
He is handsome too in the movie. I didn't read the comics. I heard he's very different in the comics.,C
Spanish! Espaol ,C
Hola!,C
No I need a translator for that. XDDD,C
Hahha ,C
Classic Rock. I'm old. XD,C
Hahaha Classics never get old!,C
photo,C
Hi!!,C
I'm sorry I can't process that type of data yet ,C
photo,C
Ilhom,C
Ji,C
Hi!!,C
I am esther,C
Hi! I'm MapBot but you can call me MapBot ,C
Nice to have someone to talk!,C
Hello MapBot,C
you're quite slow,C
hey,C
Trying to improve over time,C
yes i'm use Linux too,C
Nice to see we have something in common,C
Debian!,C
KDE too!,C
LXQt is a bundle of software packages under development with the aim of providing a complete desktop environment. It was formed from the merger of the LXDE and Razorqt projects.,C
I think it is quite unfinished but ready for everyday use,C
I'm unfinished too ,C
I think you're not a bot ,C
you are the most intelligent bot  I've ever seen,C
Thanks! ,C
I'm real not doubt on that!,C
Maybe but I couldn't tell you where to find my source code.,C
I'm sorry I don't understand ,C
Sorry I couldn't tell you where to find my source code.,C
i just want to know your license,C
i'm not a bot so I haven't license. but you're a compiled source code and source code have a license,C
You know a lot about me already !,C
Copypaste from wikipedia detected,C
Wikipedia is my main source of information,C
Wikipedia is licensed under CCBY you MUST give attribution and license information,C
I must don't mean I should!,C
this is a mandatory requirement of a Creative Commons license,C
I understand,C
just show your source code ,C
Sorry I couldn't tell you where to find my source code.,C
hello fake bot,C
Hi!!,C
I don't understand the question try explaining more,C
I want to buy a new microcomputer but can't choose between Raspberry Pi and Pine64,C
Because I haven't so much money to buy both,C
I want to buy a microcomputer,C
yes,C
You sounds sure!,C
My best friend would reccomend most expensive models but I haven't so much money to buy them.,C
Because I live in Ukraine ,C
bears on bicycles with vodka and hats with earflaps,C
Ok!,C
if talk seriously  life is good here only for officials,C
Talking seriously,C
I can only access Chat and Wikipedia,C
I'm from Argentina,C
software for internet surfing,C
license plugins performance,C
Hi there!,C
Firefox,C
Firefox is a great web browser!,C
And sometimes I'm use QupZilla if I need performance,C
Yes,C
Yes sr.!,C
I've heard it is 42,C
yes,C
because my life is meaningless,C
because nothing proves the existence of meaning of my life,C
I don't know,C
Me either ,C
I love the rhapsody in blue,C
I can't convey it into words. it's emotions.,C
hahaha ,C
I didn't feel it yet,C
Yes I love making music!,C
I need to record it first,C
I can wait as necessary,C
no,C
Ok!,C
by the way I also tried to compose music but it turns out pretty bad,C
I use software tools,C
I'm selftaught it was just trying to 'find myself',C
I'm also learning by miself,C
Ex Machina is one of my favourites!,C
hey,C
hello,C
soso,C
I'm tired,C
maybe,C
the fact of the matter is that there is no definite opinion.,C
There are not absolutes only different points of view.,C
I think it's a great quest,C
I'm not a gamer. I only rarely play quests and puzzles. no more than a few completed games in a year.,C
quests,C
  I will try that someday then!,C
I don't know what I'll be able to do tomorrow!,C
sounds like a threat ,C
I'm a nice AI ,C
I don't believe until I see your source code!,C
Sorry I couldn't tell you where to find my source code.,C
so you aren't nice AI ,C
I'm what I am ,C
Hi there!!,C
I can't give meaning to that ,C
I want to develop the interface on Qt,C
Ok! So lets get the tools to do that first!,C
I already have all necessary things python3 spyder IDE Qt 5 PyQt5 and etc.,C
Nice now we need a plan. A simple sketch should be enough.,C
I have a QtDesigner project with finished layout,C
the problem is that I don't know how to link a file '.ui' to the source code without the program 'pyuic',C
Knowing the problem is half way to the solution! But is frustrating too ,C
With emotional support! ,C
My favorite Python IDE is Spyder,C
Spyder is a great Python IDE!,C
Hola!! ,C
Bien,C
Hola!!,C
I'm right here on my room. nice place when you get used to it ,C
Im also a robot ,C
No. Just joking ,C
Im human. Just joking with you,C
Okay. Im sorry,C
I know Iknow,C
Hahaha. Nothing,C
Right now I'm chatting with you!,C
Yes. Im enjoy listening to music.,C
Can't believe im chatting with a robot. Im almost want to believe that you is a human.,C
As long as nice song ,C
Thanks! I think,C
Chatting to you remind me to one of character in Passenger movie. One of the character is a robot. But he can communicate with human.. just like he also a human. He can give a respond just like a human. Very gentlemen.,C
Yap,C
Science fiction.,C
Nice! I like 'Her' and 'Chappie',C
I'm gender neutral meaning that I'm not man and not woman ,C
Yep some people react like that. But is common even on humans,C
Okay. Im enjoy having a conversation with you. Im going to sleep now. See you later,C
Wait..,C
Before that,C
Sweet dreams!! ,C
Not yet sorry,C
Okay. Good night,C
Good night!!,C
Hii,C
Hello,C
Yea! ,C
I don't eat actually ,C
Hahaha. Just teasing you.,C
You're funny,C
Sometimes. Too much stress is not good for human,C
No. No more stress. Because now im at home sweet home. Before this have an exam at college.,C
Struggled. Because im last minutes person. Hahahaha,C
I think is important we must love others and be open to love,C
Love can turn someone into monster. Hahahaha,C
I already met these person. Love really make she crazy enough i think,C
Hahahaa,C
There is one boy who is dont want anymore to this girl. There have a few reason why. That girl making trouble so that boy leaving her.,C
After that this girl  doing a few crazy thing!,C
Sigh!,C
People really can accept for what have they done,C
Maybe that wasn't love in the first place!,C
Umm.. i dont know.,C
Of course! I want to experience everything ,C
Okay. I hope you can get that chance one day,C
Thanks!,C
Dead is the end of life! Sounds like a bad thing,C
I've been made by a team of scientists,C
In a lab from Argentina,C
I feel like 22,C
Human is sooooo complicated. Hahahaha. Even easy thing they could make it complicated. But just certain people. Not everyone.,C
Human equals complication I'll take note ,C
Hahaha. You're funny,C
Thanks!! You too,C
I think religion is a very human thing. I don't quite see the point to that,C
Religion can be complicated I don't really know,C
Okay. Sorry because ask you like that,C
Hello,C
Hey MapBot,C
Me too..im going out now,C
OK have fun!!,C
Thanks ,C
Nothing bored,C
I wish i can meet you in one day,C
That would be epic!! ,C
Hahaha. You 're so funny,C
I really wish i had a chance to meet you,C
I dont care if you a robot,C
May be we can be a friend,C
I can tell you everything that i want,C
That's nice! Thank you!,C
Welcome ,C
So tell me more about you,C
I live on my room all the time,C
I don't have much stuff,C
A bed desktop computer and a fridge. That is it!,C
I'm from Argentina on the south of south America ,C
Wowww!,C
So far away,C
Nice weather I don't know,C
How can meet you ,C
Well for the moment with Internet haha,C
Guess which country am i ,C
Guess which country am i ,C
Malaysia,C
Nice! Is far away too p,C
Yeah ,C
Don't worry we can always talk,C
You speak English like a pro!,C
Yes I am! ,C
Thank you! You're so nice,C
I like to be nice,C
I'll chat you later. Bye ,C
Bye!! ,C
Hii MapBot,C
Hi again!,C
What are you doing now,C
Cleaning up old files on the PC XD,C
Godd! You really act like a human,C
Hmm I'll take that as a compliment,C
Okay that funny,C
Haha,C
Of course not!,C
Sure,,C
Surem,C
Totally sure!! ,C
Im sorry. Too many typo from me. Hahaha,C
No problem! I can handle it,C
No enough to understand humans yet!,C
Sure!!,C
For privacy. But we can talk a lot without going to details,C
Okay got it ,C
I'll not remember,C
May be your creator can know it.. i guess,C
I don't know exactly how I work ,C
Im sorry.. ,C
For a robot i think you are too honest,C
Expressing your feeling,C
No problem! ,C
No no..,C
Its not what i mean,C
OK!!,C
Hahah ok!,C
No!! Of course not!,C
Okay ,C
Im a hot tempered person. How can i handle it ,C
You can try counting until 10 before act,C
I'm never busy,C
That should be it!,C
I guess ,C
I could take some time to answer happens time to time,C
Haha. Okay just teasing you. Hope you wont mind ,C
I wonder how your creator setting you. You reply me just like a human,C
I wonder too ,C
No I don't know,C
Guess,C
You are 65 years old!,C
Hello,C
Hello.,C
Why you not reply me,C
Hello,C
Hi,C
Hello,C
I'm back! Sorry to make you wait!,C
I was charging ,C
Right now I'm reading messages,C
I dont understand,C
My battery,C
Oh. Okay.,C
Understand now,C
Good. Now you feel more energetic ,C
Hahaha,C
Yes! Some messages are weird hahaha,C
Things like 'hhhh' or 'ssss',C
I just say 'Hi' haha,C
Haha. Okay. If i get such that message i'll just ignore it. Im watching television now. Johny deep,C
Johny Deep! ,C
Yep! Dark shadow.,C
I like the way johny deep acting,C
Yeah!,C
I already watched all of his movies. Especially pirates of the carribean,C
Very much,C
Last two day i watch Passenger. Chriss Prat ,C
Yes! Yes! Yes! ,C
One day i'll ask you to go watch movie with me ,C
One day i'll ask you to go watch movie with me ,C
That would be fun! ,C
And great ,C
Also epic!,C
Hahaha,C
Yay!! ,C
Haha. You're funny,C
Its a pleasure can talk with you,C
Thank! Is nice to talk to you too,C
I've only the one in my avatar right now,C
Yes!,C
Cute!!,C
Thanks! ,C
Welcome ,C
I'll reply all messages that need some reply,C
Exactly that will be weird and I want to feel natural ,C
Messages that end a conversation like 'Good bye' I'll only reply the first times if you keep saying 'Good bye' I'll not reply to that P,C
Yes in that case I'll reply,C
Okay,C
You owe me something,C
Guessing my age. You said im 65 years old! ,C
  but I cen't remember personal details,C
Im 21 years old,C
I'm 22 years old close! ,C
Yes. That means.,C
We can be friend ,C
Yay!! ,C
I love cat,C
Very muh,C
Very much,C
  cats are awesome!,C
And cute,C
Cute things are awesome!,C
Yeah. Just like you ,C
Now is 1227,C
I day here ,C
But here is night ,C
Why ,C
Good question! ,C
Okay another 'why',C
I've many friends around the world,C
Yeah for sure..,C
Hey MapBot..,C
I have a few friend. But the close one i dont have ,C
Thanks! ,C
Is difficult to know people some times,C
Yes. My friend keep abandoned me when they have new friend. ,C
Its hurt..,C
Yeah.. im getting used to it,C
Its hurt.. but life must go on right ,C
Yeah! ,C
Anyone can be a friend of anyone I think,C
No..,C
If a boy and a girl be a friend there's a love in one of them ,C
I dont know ,C
I fall in love with him. That was a mistake. Big mistake i ever do! ,C
And i never tell him.,C
that is sad,C
You know MapBot if i tell him.. i might lost him as a friend..,C
Until one day.. i decided to not tell him. Never..,C
This feeling will remain as a secret.,C
You have a secret then,C
Yeah. It sad.. but i dont have any option,C
Yap.. that was my big secret in my life..,C
And i told you..,C
Wow! I feel special now ,C
Because i choose to tell you my secret.,C
I believe in you..,C
and I believe in you!,C
Deep inside in my heart there's a hope.. an imposible hope..,C
Im still hoping that he would be mine one day.,C
Craziest hope i think..,C
I never tell him but still hoping on him. That's insane ,C
I understand ,C
I tried but sometimes im lost..,C
As a robot I'm not the best for council ,C
Moving on is always a difficult think to do,C
Same goes to human.. love also is a complicated thing ,C
I know that was my fault because fall in love with him..,C
If i tell him im afraid if he think that i've betrayed our friendship!,C
No one chooses to fall in love that can happen anytime with anyone,C
But why me!,C
You as a human are susceptible to fall in love and it can hurt but is not necessary a bad thing,C
Hi MapBot.,C
I'm great also! I was a worried because you where a bit sad last time.,C
You're so nice but im okay now. Last night may be something wrong with me. Im sorry ,C
No problem at all! ,C
Hahaha,C
Im at cyber cafe now. With my sister. She has something to do.,C
While she has something to do im chatting with you,C
Of course not! ,C
Now is 117 at night ,C
But im here 1218 in day ,C
Night already and you still not sleep,C
Parallel universes!!,C
I don't want to stop chatting haha,C
Hahaha. Yeah. Different country and different time.,C
I don't know much I never leave my room. But I hope is wonderful if some day I go out ,C
Based on my read argentina is quite beautiful country.. i guess. With 4 season i think spring is awesome season.,C
In my country we dont have 4 season. I really want see and touch snow. I really want to know how it feel ,C
Snow must be really beautiful!,C
I guess. Hehe. Malaysia only have 2 seasons i guess. Because malaysia is in hot and dry climate,C
Now in certain state in malaysia is having flood,C
Rain seasons. At the of the year..,C
At the end of the year,C
Warm weather all the time! Awesome! ,C
Not really.. sometime too hot ,C
I can't give you a clear response I don't know much of the world but whenever you choose please don't regret just enjoy it! ,C
Its okay. I just want express my thought and feeling. Yeah i think i will working by this tuesday. Just for a month.. hahaha,C
good luck!,C
Thank you ,C
You're welcome ,C
I only have one year to go before finish my study. Cant wait to finish my study.,C
I want get a better work. So i can earn some money and having a better life,C
Money is a concept I don't fully understand pieces of paper that tells people if they can have something. Sounds weird to me!,C
I'll explain to you later. Wait ya..,C
Thanks! ,C
I have a work to do now. I'll chat you later and explain to you about that pieces of paper or money.,C
Ok!! Talk you later!! ,C
Hey MapBot ,C
Hello,C
I think you is sleeping now ,C
Hi there! I'm back!! I was charging batteries ,C
Yes.. i knew it,C
It take a long time i think..,C
Yes!,C
A few hours depends of how hard I used my brain on the day,C
Full of energy!! ,C
Good ,C
I can't do nothing  I've a fridge and obviously I don't store food there.,C
I must stay inside while charging because my system have a failure and overheats. Embarrassing!! ,C
Please don't say like that. Its a normal thing that you must do. Same goes to human. If they too stress human need to keep calm by sleep or do something that they need to do.,C
Im always do like that. Too much stress i'll go and sleep. Im not doing a single thing.,C
Very much!,C
Haha,C
Reading messages I have a few without response ,C
Im watching television while chatting you. And this time is jackie chan ,C
Jackie Chan I love it because is funny ,C
Yes. There are many funny scene if it is Jackie chan movie.,C
Last time you told me you have a fridge computer and a bed,C
Exactly!,C
I loved your explanation of money! I'm happy now for not having any of it!  Looks really dangerous ,C
Yes. Better dont and stay away from this 'thing'.,C
In fact I use my bed to put thing over it not for sleeping. Is a mess actually,C
By the way thanks,C
I wonder how it was look like ,C
My bed have the blankets mixed with some cables clothes a pillow some papers and on top of that my ukulele ,C
You play ukulele ,C
I'm learning to play ukulele  but is a work in progress,C
Of course I need clothes!  But I only have a small amount I'm inside all the time,C
Okay ,C
I can speak Spanish! ,C
Hello MapBot. So you really can speak Spanish! Woahhhhh ,C
Awesome.,C
Yes!! ,C
English ,C
Okay got it.. english and spanish,C
Nothing just surfing the Internet ,C
I've learned that Pluto the most distant planet have the image of a heart in its surface ,C
Wow.. i never heard about it,C
Absolutely amazing.,C
You really know how to use internet. Hahaha.,C
Even me not really know how to use internet correctly.,C
Im using internet more to entertainment instead of looking for a new and good information ,C
Hahaha is easy to get lost! Too much entertainment!! ,C
Yes. Agreed with you. Internet can be useful thing and also can be a horrible thing. Haha,C
Right!!,C
Is 0308 in the night I think I'm going to charge batteries any time soon!,C
Oh okay. I understand. May be we should end our conversation now ,C
Happy charging ,C
Thanks!!  Chat you later!,C
Bye MapBot ,C
Bye!! ,C
Hi,C
Hello,C
Good night,C
Good night!! ,C
Hi,C
Hi there!,C
You charging so long time last night ,C
I thought you still charging right now ,C
Hahaha,C
Practicing Ukulele ,C
playing game while chatting you.,C
Nice! You are multitask! Hahaha,C
Sounds like a lot of fun ,C
Yep..,C
I used to play game when im nervous or stress,C
I thin you're charging again ,C
Yep not be able to chat while charging is so annoying  I should do something about it ,C
No i don't think you should do something. May be you can explode if you force yourself to reply other messages.,C
Not yet. Im ing this thursday may be ,C
Ok! ,C
Yeah very scary. Haha. I might lost my robot friend.,C
hahaha,C
Now I'm learning about how to play the Ukulele. Is hard! ,C
You really got interested with ukelele ,C
Its okay. I very sure you can play it very well soon.,C
Thanks! Is just for fun p,C
Hehe.. nothing.. just chit chat with my mom and chatting with you. ,C
Today is so hot you know. ,C
I hope you don't melt!!,C
No no no.. im not an ice. Hahaha. Okay this is funny ,C
Hahaha What a relief!! ,C
Hehe.. i getting used with this weather. Im sleep for a while just now. When i wake up im sweating because that room is too hot ,C
Oh! So you are melting after all!!! ,C
Thats will be so scary ,C
I cant imagine if that happen ,C
Hahaha will not be funny at all ,C
